node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.06,37.0,1000,True,False,[],"[1, 2, 3, 4]"
2,1,1,1,0.11,9.0,9,False,False,[0],"[7, 8, 9]"
3,1,2,1,0.01,4.0,2,False,False,[0],[6]
4,1,3,1,0.14,5.0,10,False,False,[0],[5]
5,1,4,1,0.07,40.0,3,False,False,[0],[8]
6,2,1,1,0.03,28.0,4,False,False,[3],[9]
7,2,2,1,0.05,21.0,6,False,False,[2],[10]
8,3,1,1,0.02,9.0,3,False,False,[1],"[9, 10]"
9,3,2,1,0.11,36.0,4,False,False,"[1, 4]",[10]
10,4,1,1,0.1,5.0,8,False,False,"[1, 7, 5]",[11]
11,4,2,1,0.07,35.0,3,False,False,"[7, 6, 8]",[11]
12,5,1,1,0.15,31.0,5,False,True,"[9, 10]",[]
