node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.09,25.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.07,39.0,7,False,False,[0],[8]
3,1,2,1,0.1,40.0,4,False,False,[0],"[3, 4]"
4,2,1,1,0.13,21.0,10,False,False,[2],[6]
5,2,2,1,0.03,40.0,2,False,False,[2],[5]
6,3,1,1,0.07,40.0,3,False,False,[4],[8]
7,3,2,1,0.01,8.0,2,False,False,[3],[7]
8,4,1,1,0.14,33.0,10,False,False,[6],[9]
9,4,2,1,0.03,40.0,2,False,False,"[5, 1]",[9]
10,5,1,1,0.13,21.0,5,False,True,"[7, 8]",[]
