node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.03,30.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.12,36.0,5,False,False,[0],"[3, 5, 7]"
3,1,2,1,0.13,13.0,10,False,False,[0],"[4, 6]"
4,2,1,1,0.02,34.0,2,False,False,[1],[6]
5,2,2,1,0.08,25.0,8,False,False,[2],[6]
6,3,1,1,0.06,20.0,7,False,False,[1],[9]
7,3,2,1,0.15,38.0,5,False,False,"[2, 3, 4]","[8, 10]"
8,4,1,1,0.04,9.0,5,False,False,[1],[11]
9,4,2,1,0.09,34.0,4,False,False,[6],[11]
10,4,3,1,0.07,4.0,7,False,False,[5],[11]
11,4,4,1,0.14,11.0,10,False,False,[6],[11]
12,5,1,1,0.03,19.0,2,False,True,"[7, 8, 9, 10]",[]
