node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.06,29.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.14,40.0,5,False,False,[0],"[4, 5]"
3,1,2,1,0.04,17.0,6,False,False,[0],"[3, 6]"
4,2,1,1,0.14,19.0,11,False,False,[2],"[8, 9, 10]"
5,2,2,1,0.01,20.0,1,False,False,[1],[7]
6,2,3,1,0.09,4.0,9,False,False,[1],"[10, 12]"
7,3,1,1,0.03,25.0,5,False,False,[2],[10]
8,3,2,1,0.05,38.0,3,False,False,[4],[10]
9,3,3,1,0.02,8.0,4,False,False,[3],[10]
10,4,1,1,0.04,6.0,6,False,False,[3],[11]
11,4,2,1,0.07,20.0,4,False,False,"[3, 5, 6, 7, 8]",[12]
12,5,1,1,0.01,13.0,3,False,False,[9],[13]
13,5,2,1,0.11,13.0,5,False,False,"[5, 10]",[13]
14,6,1,1,0.06,17.0,3,False,True,"[11, 12]",[]
