node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.11,36.0,1000,True,False,[],"[1, 2, 3]"
2,1,1,1,0.12,1.0,100,False,False,[0],"[8, 9, 10, 11]"
3,1,2,1,0.12,38.0,100,False,False,[0],"[4, 7]"
4,1,3,1,0.12,11.0,100,False,False,[0],"[5, 6]"
5,2,1,1,0.14,40.0,100,False,False,[2],[6]
6,2,2,1,0.09,13.0,100,False,False,[3],[10]
7,3,1,1,0.1,34.0,100,False,False,"[3, 4]",[9]
8,3,2,1,0.11,4.0,100,False,False,[2],[10]
9,4,1,1,0.11,16.0,100,False,False,[1],[12]
10,4,2,1,0.05,29.0,100,False,False,"[1, 6]",[12]
11,4,3,1,0.01,24.0,100,False,False,"[1, 5, 7]",[12]
12,4,4,1,0.07,25.0,100,False,False,[1],[12]
13,5,1,1,0.11,26.0,100,False,True,"[8, 9, 10, 11]",[]
