node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,7,0.06,22.0,1000,True,False,[],"[1, 2]"
2,1,1,17,0.29,17.0,100,False,False,[0],[6]
3,1,2,6,0.28,23.0,100,False,False,[0],"[3, 4, 5, 16]"
4,2,1,5,0.14,25.0,100,False,False,[2],"[7, 10, 11]"
5,2,2,16,0.25,13.0,100,False,False,[2],"[9, 15]"
6,2,3,15,0.19,10.0,100,False,False,[2],[13]
7,2,4,14,0.26,40.0,100,False,False,[1],[8]
8,3,1,13,0.12,8.0,100,False,False,[3],"[15, 12]"
9,3,2,12,0.05,37.0,100,False,False,[6],[14]
10,3,3,11,0.09,21.0,100,False,False,[4],[12]
11,3,4,4,0.06,19.0,100,False,False,[3],[12]
12,4,1,10,0.19,5.0,100,False,False,[3],[13]
13,4,2,3,0.1,11.0,100,False,False,"[10, 7, 9]",[14]
14,5,1,9,0.06,7.0,100,False,False,"[5, 11]",[16]
15,5,2,2,0.19,9.0,100,False,False,"[12, 8]",[16]
16,5,3,8,0.2,3.0,100,False,False,"[4, 7]",[16]
17,6,1,1,0.22,11.0,100,False,False,"[2, 13, 14, 15]",[17]
18,7,1,0,0.3,20.0,100,False,True,[16],[]
