node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.04,31.0,1000,True,False,[],"[1, 2, 3, 4]"
2,1,1,12,0.2,21.0,100,False,False,[0],[8]
3,1,2,11,0.09,15.0,100,False,False,[0],[6]
4,1,3,4,0.21,36.0,100,False,False,[0],"[5, 7, 9]"
5,1,4,10,0.05,34.0,100,False,False,[0],[11]
6,2,1,9,0.15,5.0,100,False,False,[3],[11]
7,2,2,8,0.21,32.0,100,False,False,[2],[8]
8,2,3,3,0.01,29.0,100,False,False,[3],[9]
9,3,1,7,0.28,35.0,100,False,False,"[1, 6]",[10]
10,3,2,2,0.14,27.0,100,False,False,"[3, 7]",[11]
11,4,1,6,0.27,33.0,100,False,False,[8],[12]
12,4,2,1,0.27,31.0,100,False,False,"[9, 4, 5]",[12]
13,5,1,0,0.15,31.0,100,False,True,"[10, 11]",[]
