node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,9,0.06,32.0,1000,True,False,[],"[1, 2, 3]"
2,1,1,8,0.25,40.0,100,False,False,[0],[5]
3,1,2,6,0.18,23.0,100,False,False,[0],[6]
4,1,3,7,0.17,29.0,100,False,False,[0],"[4, 5, 7]"
5,2,1,4,0.06,22.0,100,False,False,[3],[6]
6,2,2,5,0.1,16.0,100,False,False,"[1, 3]",[7]
7,3,1,2,0.29,39.0,100,False,False,"[2, 4]",[8]
8,3,2,3,0.14,24.0,100,False,False,"[3, 5]",[8]
9,4,1,1,0.17,20.0,100,False,False,"[7, 6]",[9]
10,5,1,0,0.16,14.0,100,False,True,[8],[]
