node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,9,0.12,13.0,1000,True,False,[],[1]
2,1,1,8,0.25,19.0,100,False,False,[0],[2]
3,2,1,7,0.05,25.0,100,False,False,[1],"[3, 4, 5]"
4,3,1,4,0.1,27.0,100,False,False,[2],[8]
5,3,2,6,0.18,6.0,100,False,False,[2],"[6, 7]"
6,3,3,5,0.24,40.0,100,False,False,[2],[7]
7,4,1,3,0.18,37.0,100,False,False,[4],[8]
8,4,2,2,0.06,24.0,100,False,False,"[4, 5]",[8]
9,5,1,1,0.27,28.0,100,False,False,"[3, 6, 7]",[9]
10,6,1,0,0.24,14.0,100,False,True,[8],[]
