node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.09,24.0,1000,True,False,[],[1]
2,1,1,4,0.15,40.0,100,False,False,[0],"[2, 3, 4, 7]"
3,2,1,15,0.17,17.0,100,False,False,[1],"[8, 10, 11, 14]"
4,2,2,3,0.06,13.0,100,False,False,[1],"[5, 6, 13]"
5,2,3,14,0.18,3.0,100,False,False,[1],[14]
6,3,1,13,0.25,13.0,100,False,False,[3],[12]
7,3,2,2,0.18,39.0,100,False,False,[3],[11]
8,3,3,12,0.2,33.0,100,False,False,[1],[9]
9,4,1,11,0.19,28.0,100,False,False,[2],[11]
10,4,2,10,0.09,25.0,100,False,False,[7],[12]
11,5,1,9,0.18,15.0,100,False,False,[2],[13]
12,6,1,1,0.1,24.0,100,False,False,"[2, 6, 8]",[15]
13,6,2,8,0.04,15.0,100,False,False,"[9, 5]",[15]
14,6,3,7,0.09,8.0,100,False,False,"[3, 10]",[15]
15,6,4,6,0.16,27.0,100,False,False,"[2, 4]",[15]
16,7,1,0,0.13,40.0,100,False,True,"[11, 12, 13, 14]",[]
