node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,7,0.09,25.0,1000,True,False,[],"[1, 2]"
2,1,1,18,0.28,25.0,100,False,False,[0],"[4, 5]"
3,1,2,6,0.1,4.0,100,False,False,[0],"[3, 6, 14]"
4,2,1,5,0.17,22.0,100,False,False,[2],[7]
5,2,2,17,0.11,11.0,100,False,False,[1],"[8, 9]"
6,2,3,16,0.18,4.0,100,False,False,[1],"[9, 16]"
7,3,1,15,0.11,18.0,100,False,False,[2],"[10, 11, 12, 13]"
8,3,2,4,0.11,1.0,100,False,False,[3],"[12, 15]"
9,3,3,14,0.26,7.0,100,False,False,[4],[17]
10,4,1,13,0.18,36.0,100,False,False,"[4, 5]",[17]
11,4,2,12,0.17,11.0,100,False,False,[6],[16]
12,5,1,11,0.16,15.0,100,False,False,[6],[15]
13,5,2,3,0.05,31.0,100,False,False,"[6, 7]",[16]
14,6,1,10,0.14,16.0,100,False,False,[6],[17]
15,6,2,9,0.19,11.0,100,False,False,[2],[17]
16,6,3,8,0.17,39.0,100,False,False,"[7, 11]",[17]
17,6,4,2,0.04,33.0,100,False,False,"[5, 10, 12]",[17]
18,7,1,1,0.17,38.0,100,False,False,"[8, 9, 13, 14, 15, 16]",[18]
19,8,1,0,0.1,34.0,100,False,True,[17],[]
