node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.27,38.0,1000,True,False,[],"[1, 2, 3]"
2,1,1,15,0.1,4.0,100,False,False,[0],"[6, 8, 11]"
3,1,2,14,0.22,8.0,100,False,False,[0],"[5, 7, 11, 12]"
4,1,3,5,0.09,38.0,100,False,False,[0],"[4, 5, 10]"
5,2,1,13,0.04,12.0,100,False,False,[3],[9]
6,2,2,4,0.23,36.0,100,False,False,"[2, 3]",[7]
7,3,1,12,0.15,37.0,100,False,False,[1],[9]
8,3,2,3,0.3,16.0,100,False,False,"[2, 5]",[9]
9,3,3,11,0.3,30.0,100,False,False,[1],[10]
10,4,1,2,0.14,4.0,100,False,False,"[4, 6, 7]",[14]
11,4,2,10,0.05,32.0,100,False,False,"[3, 8]",[14]
12,4,3,9,0.26,24.0,100,False,False,"[1, 2]",[13]
13,4,4,8,0.17,19.0,100,False,False,[2],[13]
14,5,1,7,0.24,25.0,100,False,False,"[11, 12]",[15]
15,5,2,1,0.29,6.0,100,False,False,"[10, 9]",[15]
16,6,1,0,0.19,28.0,100,False,True,"[13, 14]",[]
