node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.14,24.0,1000,True,False,[],"[1, 2, 3, 4]"
2,1,1,18,0.28,3.0,100,False,False,[0],[12]
3,1,2,5,0.17,30.0,100,False,False,[0],"[7, 10, 15]"
4,1,3,17,0.19,30.0,100,False,False,[0],[6]
5,1,4,16,0.21,33.0,100,False,False,[0],"[5, 8]"
6,2,1,15,0.1,35.0,100,False,False,[4],[17]
7,2,2,14,0.13,26.0,100,False,False,[3],"[9, 13]"
8,2,3,4,0.22,22.0,100,False,False,[2],"[11, 15]"
9,3,1,13,0.09,32.0,100,False,False,[4],[12]
10,3,2,12,0.03,2.0,100,False,False,[6],[16]
11,3,3,11,0.26,10.0,100,False,False,[2],[14]
12,3,4,3,0.11,5.0,100,False,False,[7],[13]
13,4,1,10,0.21,24.0,100,False,False,"[1, 8]",[17]
14,4,2,2,0.02,4.0,100,False,False,"[6, 11]",[16]
15,4,3,9,0.21,25.0,100,False,False,[10],[17]
16,4,4,8,0.11,14.0,100,False,False,"[2, 7]",[17]
17,5,1,1,0.05,28.0,100,False,False,"[9, 13]",[18]
18,5,2,7,0.3,15.0,100,False,False,"[15, 5, 12, 14]",[18]
19,6,1,0,0.28,19.0,100,False,True,"[16, 17]",[]
