node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.04,22.0,1000,True,False,[],"[1, 2]"
2,1,1,12,0.28,2.0,100,False,False,[0],"[9, 10]"
3,1,2,4,0.02,16.0,100,False,False,[0],"[3, 4, 5, 9]"
4,2,1,11,0.3,31.0,100,False,False,[2],[8]
5,2,2,3,0.3,37.0,100,False,False,[2],[6]
6,2,3,10,0.04,2.0,100,False,False,[2],"[7, 11]"
7,3,1,2,0.27,39.0,100,False,False,[4],[11]
8,3,2,9,0.13,40.0,100,False,False,[5],[11]
9,3,3,8,0.17,21.0,100,False,False,[3],[10]
10,3,4,7,0.24,14.0,100,False,False,"[1, 2]",[11]
11,4,1,6,0.11,18.0,100,False,False,"[1, 8]",[12]
12,4,2,1,0.15,30.0,100,False,False,"[5, 6, 7, 9]",[12]
13,5,1,0,0.2,17.0,100,False,True,"[10, 11]",[]
