node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.22,15.0,1000,True,False,[],"[1, 2]"
2,1,1,12,0.03,8.0,100,False,False,[0],"[5, 6]"
3,1,2,4,0.06,30.0,100,False,False,[0],"[3, 4, 8]"
4,2,1,11,0.24,25.0,100,False,False,[2],"[9, 10]"
5,2,2,3,0.09,38.0,100,False,False,[2],[10]
6,2,3,10,0.24,38.0,100,False,False,[1],"[7, 9]"
7,2,4,9,0.19,23.0,100,False,False,[1],"[11, 7]"
8,3,1,8,0.29,16.0,100,False,False,"[5, 6]",[11]
9,3,2,7,0.02,3.0,100,False,False,[2],[11]
10,3,3,6,0.09,18.0,100,False,False,"[3, 5]",[11]
11,3,4,2,0.08,7.0,100,False,False,"[3, 4]",[11]
12,4,1,1,0.28,20.0,100,False,False,"[10, 6, 7, 8, 9]",[12]
13,5,1,0,0.04,33.0,100,False,True,[11],[]
