node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.27,14.0,1000,True,False,[],[1]
2,1,1,5,0.09,19.0,100,False,False,[0],"[2, 3, 4, 5, 13]"
3,2,1,14,0.29,6.0,100,False,False,[1],"[7, 8, 11]"
4,2,2,4,0.03,35.0,100,False,False,[1],[7]
5,2,3,13,0.26,16.0,100,False,False,[1],"[6, 9, 10, 12]"
6,2,4,12,0.29,40.0,100,False,False,[1],"[11, 6]"
7,3,1,11,0.08,7.0,100,False,False,"[4, 5]",[12]
8,3,2,3,0.02,29.0,100,False,False,"[2, 3]",[10]
9,3,3,10,0.03,9.0,100,False,False,[2],[13]
10,4,1,9,0.27,11.0,100,False,False,[4],[12]
11,4,2,2,0.24,30.0,100,False,False,"[4, 7]",[13]
12,4,3,8,0.14,2.0,100,False,False,"[2, 5]",[13]
13,5,1,7,0.29,35.0,100,False,False,"[4, 6, 9]",[14]
14,5,2,1,0.22,14.0,100,False,False,"[1, 8, 10, 11]",[14]
15,6,1,0,0.27,31.0,100,False,True,"[12, 13]",[]
