node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.19,9.0,1000,True,False,[],"[1, 2, 3, 4]"
2,1,1,18,0.27,38.0,100,False,False,[0],"[9, 12]"
3,1,2,17,0.17,22.0,100,False,False,[0],"[5, 9]"
4,1,3,16,0.3,12.0,100,False,False,[0],[12]
5,1,4,5,0.17,13.0,100,False,False,[0],"[6, 7, 16]"
6,2,1,15,0.16,5.0,100,False,False,[2],[12]
7,2,2,14,0.11,1.0,100,False,False,[4],[8]
8,2,3,4,0.12,28.0,100,False,False,[4],"[10, 11, 13]"
9,3,1,13,0.07,35.0,100,False,False,[6],[15]
10,4,1,12,0.15,26.0,100,False,False,"[1, 2]",[14]
11,4,2,3,0.14,33.0,100,False,False,[7],[15]
12,5,1,11,0.05,17.0,100,False,False,[7],[14]
13,5,2,10,0.11,28.0,100,False,False,"[1, 5, 3]",[15]
14,5,3,9,0.15,13.0,100,False,False,[7],[16]
15,6,1,8,0.2,1.0,100,False,False,"[9, 11]",[17]
16,6,2,2,0.17,11.0,100,False,False,"[8, 10, 12]",[16]
17,7,1,1,0.04,21.0,100,False,False,"[4, 13, 15]",[18]
18,7,2,7,0.12,22.0,100,False,False,[14],[18]
19,8,1,0,0.22,12.0,100,False,True,"[16, 17]",[]
