node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.09,20.0,1000,True,False,[],[1]
2,1,1,4,0.1,25.0,100,False,False,[0],"[2, 3, 4, 5, 6]"
3,2,1,13,0.04,16.0,100,False,False,[1],[7]
4,2,2,12,0.04,30.0,100,False,False,[1],"[12, 10]"
5,2,3,11,0.07,17.0,100,False,False,[1],"[9, 11]"
6,2,4,3,0.01,37.0,100,False,False,[1],"[8, 12]"
7,3,1,10,0.27,15.0,100,False,False,[1],[8]
8,3,2,9,0.29,23.0,100,False,False,[2],[9]
9,4,1,2,0.04,15.0,100,False,False,"[5, 6]",[10]
10,5,1,8,0.16,14.0,100,False,False,"[4, 7]",[13]
11,5,2,1,0.17,24.0,100,False,False,"[8, 3]",[13]
12,5,3,7,0.01,37.0,100,False,False,[4],[13]
13,5,4,6,0.07,18.0,100,False,False,"[5, 3]",[13]
14,6,1,0,0.06,5.0,100,False,True,"[9, 10, 11, 12]",[]
