node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,7,0.07,25.0,1000,True,False,[],"[1, 2, 3]"
2,1,1,20,0.04,3.0,100,False,False,[0],[4]
3,1,2,19,0.23,30.0,100,False,False,[0],"[5, 7]"
4,1,3,6,0.08,18.0,100,False,False,[0],"[6, 9]"
5,2,1,18,0.14,12.0,100,False,False,[1],[8]
6,2,2,17,0.17,1.0,100,False,False,[2],"[16, 13]"
7,2,3,5,0.19,21.0,100,False,False,[3],"[10, 11, 15]"
8,2,4,16,0.29,12.0,100,False,False,[2],"[13, 15]"
9,3,1,15,0.01,26.0,100,False,False,[4],[18]
10,3,2,14,0.29,5.0,100,False,False,[3],"[12, 14]"
11,3,3,4,0.11,38.0,100,False,False,[6],"[17, 13]"
12,3,4,13,0.04,35.0,100,False,False,[6],"[16, 12]"
13,4,1,12,0.27,3.0,100,False,False,"[9, 11]",[18]
14,4,2,3,0.1,24.0,100,False,False,"[7, 5, 10]",[16]
15,4,3,11,0.25,7.0,100,False,False,[9],"[17, 19]"
16,5,1,10,0.29,7.0,100,False,False,"[6, 7]",[19]
17,5,2,2,0.04,39.0,100,False,False,"[13, 5, 11]",[19]
18,5,3,9,0.25,14.0,100,False,False,"[14, 10]",[19]
19,5,4,8,0.18,16.0,100,False,False,"[8, 12]",[19]
20,6,1,1,0.02,2.0,100,False,False,"[14, 15, 16, 17, 18]",[20]
21,7,1,0,0.03,1.0,100,False,True,[19],[]
