node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,14,0.05,9.0,1000,True,False,[],"[1, 2]"
2,1,1,13,0.08,4.0,100,False,False,[0],"[4, 7, 10]"
3,1,2,12,0.15,35.0,100,False,False,[0],"[3, 5, 6, 8, 11, 12]"
4,2,1,8,0.04,10.0,100,False,False,[2],[11]
5,2,2,11,0.28,2.0,100,False,False,[1],"[13, 12, 8]"
6,2,3,9,0.3,1.0,100,False,False,[2],[8]
7,2,4,7,0.3,29.0,100,False,False,[2],[13]
8,3,1,10,0.05,7.0,100,False,False,[1],"[9, 13]"
9,3,2,5,0.12,6.0,100,False,False,"[2, 5, 4]",[11]
10,4,1,6,0.07,38.0,100,False,False,[7],[10]
11,5,1,2,0.03,18.0,100,False,False,"[1, 9]",[14]
12,5,2,1,0.16,32.0,100,False,False,"[2, 8, 3]",[14]
13,5,3,4,0.07,16.0,100,False,False,"[2, 4]",[14]
14,5,4,3,0.27,30.0,100,False,False,"[6, 7, 4]",[14]
15,6,1,0,0.25,6.0,100,False,True,"[10, 11, 12, 13]",[]
