node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,16,0.11,28.0,1000,True,False,[],[1]
2,1,1,15,0.04,12.0,100,False,False,[0],"[2, 3, 5, 7]"
3,2,1,13,0.01,30.0,100,False,False,[1],"[6, 9, 12, 15]"
4,2,2,14,0.26,8.0,100,False,False,[1],"[4, 6, 14]"
5,3,1,8,0.17,16.0,100,False,False,[3],[12]
6,3,2,11,0.3,30.0,100,False,False,[1],[11]
7,3,3,12,0.08,28.0,100,False,False,"[2, 3]","[8, 10]"
8,3,4,9,0.28,22.0,100,False,False,[1],[13]
9,4,1,10,0.08,1.0,100,False,False,[6],[11]
10,5,1,7,0.2,3.0,100,False,False,[2],[13]
11,5,2,6,0.07,14.0,100,False,False,[6],[12]
12,5,3,5,0.04,6.0,100,False,False,"[8, 5]","[12, 13, 15]"
13,6,1,3,0.25,7.0,100,False,False,"[2, 11, 4, 10]",[15]
14,6,2,2,0.27,32.0,100,False,False,"[7, 9, 11]",[15]
15,6,3,4,0.15,22.0,100,False,False,[3],[15]
16,7,1,1,0.23,4.0,100,False,False,"[2, 11, 12, 13, 14]",[16]
17,8,1,0,0.25,10.0,100,False,True,[15],[]
