node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,13,0.06,14.0,1000,True,False,[],"[1, 2]"
2,1,1,11,0.25,25.0,100,False,False,[0],"[3, 4, 5]"
3,1,2,12,0.04,23.0,100,False,False,[0],"[5, 7]"
4,2,1,10,0.01,12.0,100,False,False,[1],"[6, 7, 9]"
5,2,2,9,0.2,29.0,100,False,False,[1],"[6, 8, 11]"
6,2,3,8,0.06,35.0,100,False,False,"[1, 2]",[6]
7,3,1,4,0.13,4.0,100,False,False,"[3, 4, 5]",[11]
8,3,2,6,0.14,19.0,100,False,False,"[2, 3]",[12]
9,3,3,5,0.27,29.0,100,False,False,[4],[10]
10,3,4,7,0.09,19.0,100,False,False,[3],[10]
11,4,1,2,0.28,9.0,100,False,False,"[8, 9]",[13]
12,4,2,1,0.09,34.0,100,False,False,"[4, 6]",[13]
13,4,3,3,0.04,11.0,100,False,False,[7],[13]
14,5,1,0,0.04,11.0,100,False,True,"[10, 11, 12]",[]
