node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.18,24.0,1000,True,False,[],"[1, 2]"
2,1,1,12,0.1,40.0,100,False,False,[0],"[4, 8]"
3,1,2,5,0.13,26.0,100,False,False,[0],"[3, 5, 7, 9, 11]"
4,2,1,4,0.1,19.0,100,False,False,[2],[6]
5,3,1,11,0.08,29.0,100,False,False,[1],[8]
6,3,2,10,0.04,14.0,100,False,False,[2],"[9, 10]"
7,3,3,3,0.19,38.0,100,False,False,[3],[7]
8,4,1,2,0.2,7.0,100,False,False,"[2, 6]",[11]
9,4,2,9,0.3,21.0,100,False,False,"[1, 4]",[10]
10,4,3,8,0.24,1.0,100,False,False,"[2, 5]",[11]
11,5,1,7,0.18,24.0,100,False,False,"[5, 8]",[12]
12,5,2,1,0.14,39.0,100,False,False,"[2, 7, 9]",[12]
13,6,1,0,0.12,6.0,100,False,True,"[10, 11]",[]
