node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,9,0.04,39.0,1000,True,False,[],"[1, 2]"
2,1,1,8,0.08,17.0,100,False,False,[0],"[4, 7]"
3,1,2,7,0.23,39.0,100,False,False,[0],"[3, 8]"
4,2,1,5,0.24,39.0,100,False,False,[2],[6]
5,2,2,6,0.12,23.0,100,False,False,[1],"[5, 7]"
6,3,1,2,0.14,40.0,100,False,False,[4],[9]
7,3,2,1,0.22,12.0,100,False,False,[3],[9]
8,3,3,3,0.25,3.0,100,False,False,"[1, 4]",[9]
9,3,4,4,0.2,2.0,100,False,False,[2],[9]
10,4,1,0,0.24,18.0,100,False,True,"[5, 6, 7, 8]",[]
