node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.23,11.0,1000,True,False,[],"[1, 2, 3, 4]"
2,1,1,14,0.15,10.0,100,False,False,[0],"[8, 13]"
3,1,2,13,0.02,9.0,100,False,False,[0],[13]
4,1,3,4,0.24,36.0,100,False,False,[0],"[5, 9, 10, 12]"
5,1,4,12,0.19,19.0,100,False,False,[0],"[6, 7]"
6,2,1,3,0.07,22.0,100,False,False,[3],[9]
7,2,2,11,0.24,31.0,100,False,False,[4],[13]
8,3,1,10,0.25,16.0,100,False,False,[4],[11]
9,3,2,9,0.22,2.0,100,False,False,[1],[11]
10,3,3,2,0.24,24.0,100,False,False,"[3, 5]",[13]
11,3,4,8,0.27,40.0,100,False,False,[3],[12]
12,4,1,7,0.27,21.0,100,False,False,"[7, 8]",[14]
13,4,2,6,0.25,37.0,100,False,False,"[3, 10]",[14]
14,4,3,1,0.09,31.0,100,False,False,"[1, 9, 2, 6]",[14]
15,5,1,0,0.06,16.0,100,False,True,"[11, 12, 13]",[]
