node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.2,21.0,1000,True,False,[],"[1, 2, 3, 4]"
2,1,1,4,0.22,21.0,100,False,False,[0],"[5, 6, 7, 13, 14]"
3,1,2,15,0.09,12.0,100,False,False,[0],[6]
4,1,3,14,0.25,4.0,100,False,False,[0],"[5, 9, 10]"
5,1,4,13,0.27,7.0,100,False,False,[0],[8]
6,2,1,12,0.18,37.0,100,False,False,"[1, 3]",[12]
7,2,2,11,0.01,18.0,100,False,False,"[1, 2]",[13]
8,2,3,3,0.12,15.0,100,False,False,[1],[11]
9,3,1,10,0.11,8.0,100,False,False,[4],[12]
10,3,2,9,0.16,15.0,100,False,False,[3],"[13, 12]"
11,3,3,8,0.12,9.0,100,False,False,[3],[12]
12,3,4,2,0.17,32.0,100,False,False,[7],[14]
13,4,1,7,0.17,22.0,100,False,False,"[10, 5, 8, 9]",[15]
14,4,2,6,0.05,32.0,100,False,False,"[1, 6, 9]",[15]
15,4,3,1,0.29,20.0,100,False,False,"[1, 11]",[15]
16,5,1,0,0.14,31.0,100,False,True,"[12, 13, 14]",[]
