node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.06,21.0,1000,True,False,[],"[1, 2, 3, 4]"
2,1,1,4,0.27,22.0,100,False,False,[0],"[5, 6, 7, 8]"
3,1,2,18,0.13,5.0,100,False,False,[0],"[9, 10, 15]"
4,1,3,17,0.26,28.0,100,False,False,[0],[9]
5,1,4,16,0.05,29.0,100,False,False,[0],"[6, 12, 13, 14]"
6,2,1,15,0.29,30.0,100,False,False,[1],[11]
7,2,2,14,0.26,4.0,100,False,False,"[1, 4]",[9]
8,2,3,3,0.27,26.0,100,False,False,[1],[9]
9,2,4,13,0.03,1.0,100,False,False,[1],[17]
10,3,1,2,0.3,34.0,100,False,False,"[2, 3, 6, 7]",[16]
11,3,2,12,0.27,29.0,100,False,False,[2],[16]
12,3,3,11,0.1,12.0,100,False,False,[5],[17]
13,3,4,10,0.28,27.0,100,False,False,[4],[16]
14,4,1,9,0.07,28.0,100,False,False,[4],[17]
15,4,2,8,0.14,9.0,100,False,False,[4],[16]
16,4,3,7,0.13,27.0,100,False,False,[2],[16]
17,5,1,1,0.03,38.0,100,False,False,"[9, 14, 10, 12, 15]",[18]
18,5,2,6,0.13,19.0,100,False,False,"[8, 11, 13]",[18]
19,6,1,0,0.03,1.0,100,False,True,"[16, 17]",[]
