node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.02,15.0,1000,True,False,[],"[1, 2]"
2,1,1,11,0.22,23.0,100,False,False,[0],"[6, 9]"
3,1,2,10,0.15,36.0,100,False,False,[0],"[3, 4]"
4,2,1,8,0.18,8.0,100,False,False,[2],"[4, 5, 7]"
5,3,1,6,0.09,15.0,100,False,False,"[2, 3]",[11]
6,3,2,3,0.11,39.0,100,False,False,[3],[11]
7,3,3,9,0.28,40.0,100,False,False,[1],[8]
8,3,4,4,0.01,37.0,100,False,False,[3],"[10, 11]"
9,4,1,5,0.19,15.0,100,False,False,[6],[11]
10,4,2,7,0.02,1.0,100,False,False,[1],[10]
11,5,1,2,0.11,6.0,100,False,False,"[7, 9]",[12]
12,5,2,1,0.12,13.0,100,False,False,"[5, 7, 4, 8]",[12]
13,6,1,0,0.12,29.0,100,False,True,"[10, 11]",[]
