node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.15,5.0,1000,True,False,[],[1]
2,1,1,5,0.29,12.0,100,False,False,[0],"[2, 3, 7]"
3,2,1,4,0.05,33.0,100,False,False,[1],"[3, 4, 5, 6, 9]"
4,3,1,11,0.19,36.0,100,False,False,"[1, 2]",[7]
5,4,1,10,0.27,22.0,100,False,False,[2],[6]
6,4,2,3,0.28,39.0,100,False,False,[2],[8]
7,5,1,9,0.04,29.0,100,False,False,"[2, 4]",[10]
8,5,2,8,0.24,12.0,100,False,False,"[1, 3]",[10]
9,5,3,2,0.17,31.0,100,False,False,[5],[10]
10,5,4,7,0.23,37.0,100,False,False,[2],[10]
11,6,1,1,0.14,18.0,100,False,False,"[7, 6, 8, 9]",[11]
12,7,1,0,0.04,37.0,100,False,True,[10],[]
