node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,7,0.22,26.0,1000,True,False,[],[1]
2,1,1,6,0.15,22.0,100,False,False,[0],"[2, 3, 5, 11, 14]"
3,2,1,5,0.27,33.0,100,False,False,[1],"[4, 6, 15]"
4,3,1,16,0.14,4.0,100,False,False,[1],"[7, 14]"
5,3,2,4,0.29,1.0,100,False,False,[2],[9]
6,3,3,15,0.27,5.0,100,False,False,[1],[8]
7,3,4,14,0.28,19.0,100,False,False,[2],[12]
8,4,1,13,0.18,1.0,100,False,False,[3],[10]
9,4,2,12,0.12,17.0,100,False,False,[5],[12]
10,4,3,3,0.06,33.0,100,False,False,[4],[10]
11,5,1,2,0.13,5.0,100,False,False,"[7, 9]",[15]
12,5,2,11,0.04,21.0,100,False,False,[1],[14]
13,6,1,10,0.3,14.0,100,False,False,"[8, 6]","[13, 15]"
14,7,1,9,0.3,15.0,100,False,False,[12],[16]
15,7,2,8,0.29,24.0,100,False,False,"[1, 3, 11]",[16]
16,7,3,1,0.28,34.0,100,False,False,"[2, 12, 10]",[16]
17,8,1,0,0.01,3.0,100,False,True,"[13, 14, 15]",[]
