node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,15,0.08,5.0,1000,True,False,[],"[1, 2]"
2,1,1,13,0.28,21.0,100,False,False,[0],"[5, 6, 14]"
3,1,2,14,0.15,1.0,100,False,False,[0],"[3, 4]"
4,2,1,12,0.12,27.0,100,False,False,[2],"[7, 8, 10, 13]"
5,2,2,11,0.14,6.0,100,False,False,[2],[11]
6,3,1,10,0.18,27.0,100,False,False,[1],[11]
7,3,2,7,0.15,18.0,100,False,False,[1],[13]
8,3,3,9,0.04,4.0,100,False,False,[3],[9]
9,3,4,8,0.18,27.0,100,False,False,[3],[12]
10,4,1,4,0.22,17.0,100,False,False,[7],[13]
11,4,2,6,0.19,29.0,100,False,False,[3],[13]
12,4,3,5,0.29,22.0,100,False,False,"[4, 5]",[14]
13,4,4,3,0.17,2.0,100,False,False,[8],[14]
14,5,1,2,0.29,14.0,100,False,False,"[3, 6, 9, 10]",[15]
15,5,2,1,0.19,21.0,100,False,False,"[1, 11, 12]",[15]
16,6,1,0,0.23,28.0,100,False,True,"[13, 14]",[]
