node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,7,0.26,4.0,1000,True,False,[],"[1, 2]"
2,1,1,15,0.19,34.0,100,False,False,[0],"[4, 9]"
3,1,2,6,0.01,2.0,100,False,False,[0],"[3, 5, 7]"
4,2,1,14,0.04,22.0,100,False,False,[2],[10]
5,2,2,13,0.21,32.0,100,False,False,[1],"[7, 8]"
6,2,3,5,0.17,18.0,100,False,False,[2],"[6, 12, 13]"
7,3,1,4,0.25,28.0,100,False,False,[5],"[9, 7]"
8,4,1,3,0.15,26.0,100,False,False,"[2, 4, 6]",[11]
9,5,1,12,0.14,37.0,100,False,False,[4],[14]
10,5,2,11,0.15,22.0,100,False,False,"[1, 6]",[14]
11,5,3,10,0.18,37.0,100,False,False,[3],[12]
12,5,4,2,0.24,8.0,100,False,False,[7],[14]
13,6,1,9,0.15,17.0,100,False,False,"[5, 10]",[15]
14,6,2,8,0.12,39.0,100,False,False,[5],[15]
15,6,3,1,0.16,40.0,100,False,False,"[8, 9, 11]",[15]
16,7,1,0,0.15,7.0,100,False,True,"[12, 13, 14]",[]
