node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.24,16.0,1000,True,False,[],"[1, 2, 3, 4]"
2,1,1,16,0.27,11.0,100,False,False,[0],[7]
3,1,2,15,0.27,16.0,100,False,False,[0],[5]
4,1,3,5,0.03,24.0,100,False,False,[0],[8]
5,1,4,14,0.24,4.0,100,False,False,[0],[6]
6,2,1,13,0.23,6.0,100,False,False,[2],"[10, 12, 14]"
7,2,2,12,0.13,31.0,100,False,False,[4],[11]
8,2,3,11,0.2,25.0,100,False,False,[1],"[14, 15]"
9,2,4,4,0.27,37.0,100,False,False,[3],"[9, 11]"
10,3,1,3,0.07,28.0,100,False,False,[8],[13]
11,4,1,10,0.02,4.0,100,False,False,[5],[15]
12,4,2,9,0.08,16.0,100,False,False,"[6, 8]",[14]
13,4,3,8,0.05,35.0,100,False,False,[5],[14]
14,4,4,2,0.12,33.0,100,False,False,[9],[14]
15,5,1,1,0.25,2.0,100,False,False,"[5, 7, 11, 12, 13]",[16]
16,5,2,7,0.18,35.0,100,False,False,"[7, 10]",[16]
17,6,1,0,0.19,35.0,100,False,True,"[14, 15]",[]
