node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.29,33.0,1000,True,False,[],[1]
2,1,1,5,0.06,20.0,100,False,False,[0],"[2, 3, 4, 5]"
3,2,1,14,0.19,9.0,100,False,False,[1],[9]
4,2,2,13,0.26,35.0,100,False,False,[1],"[8, 10]"
5,2,3,12,0.27,13.0,100,False,False,[1],[6]
6,2,4,4,0.29,35.0,100,False,False,[1],"[7, 11, 13]"
7,3,1,11,0.22,26.0,100,False,False,[4],"[13, 12, 10]"
8,3,2,3,0.04,10.0,100,False,False,[5],"[9, 12]"
9,3,3,10,0.23,26.0,100,False,False,[3],[10]
10,4,1,2,0.14,39.0,100,False,False,"[7, 2]",[13]
11,4,2,9,0.23,5.0,100,False,False,"[3, 6, 8]","[13, 12]"
12,4,3,8,0.27,12.0,100,False,False,[5],[12]
13,5,1,7,0.12,13.0,100,False,False,"[7, 6, 10, 11]",[14]
14,5,2,1,0.19,3.0,100,False,False,"[5, 6, 9, 10]",[14]
15,6,1,0,0.23,13.0,100,False,True,"[12, 13]",[]
