node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.04,19.0,1000,True,False,[],"[1, 2]"
2,1,1,11,0.28,2.0,100,False,False,[0],[4]
3,1,2,10,0.02,25.0,100,False,False,[0],"[3, 4, 5]"
4,2,1,8,0.1,33.0,100,False,False,[2],[6]
5,2,2,9,0.07,5.0,100,False,False,"[2, 1]",[7]
6,2,3,7,0.19,17.0,100,False,False,[2],"[9, 11]"
7,3,1,5,0.04,33.0,100,False,False,[3],[8]
8,4,1,6,0.1,17.0,100,False,False,[4],[10]
9,5,1,1,0.27,15.0,100,False,False,[6],[12]
10,5,2,4,0.08,6.0,100,False,False,[5],[12]
11,5,3,2,0.3,27.0,100,False,False,[7],[12]
12,5,4,3,0.22,11.0,100,False,False,[5],[12]
13,6,1,0,0.04,22.0,100,False,True,"[8, 9, 10, 11]",[]
