node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,14,0.27,17.0,1000,True,False,[],[1]
2,1,1,13,0.19,19.0,100,False,False,[0],"[2, 3, 4, 5, 6, 7, 11, 12, 13]"
3,2,1,9,0.16,10.0,100,False,False,[1],[7]
4,2,2,8,0.15,1.0,100,False,False,[1],[11]
5,3,1,10,0.16,7.0,100,False,False,[1],[10]
6,3,2,12,0.07,21.0,100,False,False,[1],[8]
7,3,3,11,0.24,25.0,100,False,False,[1],[8]
8,3,4,5,0.21,9.0,100,False,False,"[1, 2]",[12]
9,4,1,7,0.29,5.0,100,False,False,"[5, 6]",[9]
10,5,1,3,0.04,34.0,100,False,False,[8],[13]
11,5,2,6,0.04,17.0,100,False,False,[4],[13]
12,5,3,4,0.15,28.0,100,False,False,"[1, 3]",[12]
13,6,1,2,0.15,25.0,100,False,False,"[1, 7, 11]",[14]
14,6,2,1,0.07,14.0,100,False,False,"[1, 9, 10]",[14]
15,7,1,0,0.13,20.0,100,False,True,"[12, 13]",[]
