node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,14,0.22,11.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,12,0.29,5.0,100.0,False,False,[0],"[6, 8]"
3,1,2,10,0.26,22.0,100.0,False,False,[0],[9]
4,1,3,6,0.05,12.0,100.0,False,False,[0],[13]
5,1,4,13,0.23,27.0,0.6,False,False,[0],"[5, 7, 11]"
6,2,1,9,0.07,4.0,100.0,False,False,[4],[12]
7,2,2,8,0.21,9.0,100.0,False,False,[1],"[9, 10]"
8,2,3,11,0.26,7.0,0.6,False,False,[4],[10]
9,2,4,7,0.16,31.0,100.0,False,False,[1],[9]
10,3,1,2,0.15,9.0,100.0,False,False,"[6, 8, 2]",[13]
11,3,2,4,0.26,14.0,0.6,False,False,"[6, 7]",[13]
12,3,3,5,0.05,23.0,100.0,False,False,[4],[13]
13,3,4,3,0.05,9.0,100.0,False,False,[5],[13]
14,4,1,1,0.1,33.0,0.6,False,False,"[3, 9, 10, 11, 12]",[14]
15,5,1,0,0.24,18.0,0.6,False,True,[13],[]
