node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,11,0.22,13.0,1000.0,True,False,[],"[1, 2]"
2,1,1,10,0.16,40.0,0.4,False,False,[0],"[3, 4]"
3,1,2,8,0.08,31.0,100.0,False,False,[0],"[6, 7]"
4,2,1,9,0.01,27.0,0.2,False,False,[1],"[5, 8]"
5,2,2,6,0.01,40.0,100.0,False,False,[1],[10]
6,3,1,7,0.29,1.0,0.4,False,False,[3],[8]
7,3,2,5,0.17,4.0,100.0,False,False,[2],[9]
8,4,1,3,0.01,5.0,100.0,False,False,[2],[11]
9,4,2,4,0.23,15.0,0.4,False,False,"[3, 5]",[11]
10,4,3,1,0.17,29.0,100.0,False,False,[6],[11]
11,4,4,2,0.18,17.0,100.0,False,False,[4],[11]
12,5,1,0,0.03,12.0,0.2,False,True,"[7, 8, 9, 10]",[]
