node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.12,2.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,11,0.22,10.0,0.5,False,False,[0],[6]
3,1,2,8,0.23,3.0,100.0,False,False,[0],[8]
4,1,3,7,0.18,33.0,100.0,False,False,[0],[10]
5,1,4,10,0.02,14.0,100.0,False,False,[0],[5]
6,2,1,6,0.26,5.0,100.0,False,False,[4],[8]
7,3,1,9,0.03,32.0,0.2,False,False,[1],"[7, 9]"
8,4,1,5,0.29,30.0,0.5,False,False,[6],[11]
9,4,2,2,0.23,28.0,100.0,False,False,"[5, 2]",[11]
10,4,3,4,0.06,24.0,100.0,False,False,[6],[11]
11,4,4,3,0.21,33.0,100.0,False,False,[3],[11]
12,5,1,1,0.03,18.0,0.2,False,False,"[9, 7, 8, 10]",[12]
13,6,1,0,0.03,34.0,0.2,False,True,[11],[]
