node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.24,29.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,11,0.15,9.0,0.3,False,False,[0],"[4, 7, 9, 11]"
3,1,2,9,0.09,34.0,100.0,False,False,[0],"[6, 10]"
4,1,3,10,0.22,4.0,100.0,False,False,[0],[5]
5,2,1,7,0.13,40.0,100.0,False,False,[1],"[8, 9]"
6,2,2,6,0.26,1.0,100.0,False,False,[3],[9]
7,2,3,5,0.2,13.0,100.0,False,False,[2],[9]
8,2,4,8,0.14,29.0,0.3,False,False,[1],[10]
9,3,1,3,0.06,18.0,100.0,False,False,[4],[11]
10,3,2,2,0.16,11.0,100.0,False,False,"[1, 4, 5, 6]",[11]
11,3,3,4,0.18,39.0,0.6,False,False,"[2, 7]",[11]
12,4,1,1,0.09,17.0,0.3,False,False,"[1, 8, 9, 10]",[12]
13,5,1,0,0.2,2.0,0.6,False,True,[11],[]
