node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,11,0.16,23.0,1000.0,True,False,[],[1]
2,1,1,10,0.16,11.0,0.3,False,False,[0],"[2, 3, 4, 8]"
3,2,1,9,0.3,35.0,0.6,False,False,[1],[5]
4,2,2,8,0.21,14.0,100.0,False,False,[1],"[6, 7]"
5,3,1,6,0.19,10.0,100.0,False,False,[1],[10]
6,3,2,7,0.12,20.0,0.3,False,False,[2],[9]
7,3,3,4,0.17,15.0,100.0,False,False,[3],[10]
8,3,4,5,0.21,28.0,100.0,False,False,[3],[9]
9,4,1,3,0.3,37.0,100.0,False,False,[1],[11]
10,4,2,2,0.04,21.0,0.2,False,False,"[5, 7]",[11]
11,4,3,1,0.01,22.0,100.0,False,False,"[6, 4]",[11]
12,5,1,0,0.19,17.0,0.6,False,True,"[8, 9, 10]",[]
