node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,11,0.19,16.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,10,0.03,27.0,0.2,False,False,[0],"[4, 5, 6, 7]"
3,1,2,5,0.3,11.0,100.0,False,False,[0],[10]
4,1,3,6,0.03,8.0,100.0,False,False,[0],[10]
5,2,1,7,0.3,29.0,100.0,False,False,[1],[8]
6,2,2,9,0.22,33.0,0.5,False,False,[1],[6]
7,3,1,8,0.04,4.0,0.2,False,False,"[1, 5]",[8]
8,4,1,3,0.12,17.0,100.0,False,False,[1],[9]
9,4,2,4,0.24,18.0,0.5,False,False,"[6, 4]",[10]
10,5,1,1,0.11,15.0,100.0,False,False,[7],[11]
11,5,2,2,0.17,16.0,0.5,False,False,"[2, 3, 8]",[11]
12,6,1,0,0.07,36.0,0.3,False,True,"[9, 10]",[]
