node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,14,0.18,18.0,1000.0,True,False,[],[1]
2,1,1,13,0.22,2.0,0.7,False,False,[0],"[2, 3, 4, 5]"
3,2,1,10,0.28,12.0,100.0,False,False,[1],[8]
4,2,2,9,0.1,12.0,100.0,False,False,[1],"[8, 10]"
5,2,3,8,0.26,10.0,100.0,False,False,[1],"[6, 7]"
6,2,4,12,0.09,4.0,0.3,False,False,[1],[9]
7,3,1,6,0.25,1.0,100.0,False,False,[4],[12]
8,3,2,3,0.18,27.0,100.0,False,False,[4],[13]
9,3,3,5,0.18,19.0,100.0,False,False,"[3, 2]",[12]
10,4,1,11,0.23,5.0,0.7,False,False,[5],[11]
11,4,2,4,0.04,21.0,100.0,False,False,[3],[12]
12,5,1,7,0.23,34.0,0.7,False,False,[9],[12]
13,6,1,2,0.15,6.0,0.4,False,False,"[6, 8, 10, 11]",[14]
14,6,2,1,0.06,25.0,100.0,False,False,[7],[14]
15,7,1,0,0.05,30.0,0.2,False,True,"[12, 13]",[]
