node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,13,0.14,19.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,12,0.03,35.0,0.2,False,False,[0],"[4, 5, 8]"
3,1,2,8,0.12,21.0,100.0,False,False,[0],[10]
4,1,3,10,0.05,7.0,100.0,False,False,[0],[7]
5,2,1,11,0.02,5.0,0.2,False,False,[1],"[5, 6, 11]"
6,3,1,4,0.15,33.0,100.0,False,False,"[1, 4]",[12]
7,3,2,9,0.13,13.0,0.3,False,False,[4],"[9, 12]"
8,4,1,6,0.28,37.0,100.0,False,False,[3],"[11, 10]"
9,4,2,7,0.16,9.0,100.0,False,False,[1],[10]
10,5,1,5,0.28,2.0,0.6,False,False,[6],[12]
11,5,2,2,0.28,12.0,100.0,False,False,"[2, 8, 7]",[12]
12,5,3,3,0.26,2.0,100.0,False,False,"[4, 7]",[12]
13,6,1,1,0.11,25.0,0.3,False,False,"[6, 5, 9, 10, 11]",[13]
14,7,1,0,0.11,26.0,0.6,False,True,[12],[]
