node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,10,0.29,28.0,1000.0,True,False,[],[1]
2,1,1,9,0.19,13.0,0.5,False,False,[0],"[2, 3, 4, 8]"
3,2,1,6,0.16,7.0,100.0,False,False,[1],[8]
4,2,2,5,0.22,25.0,100.0,False,False,[1],[6]
5,2,3,8,0.1,33.0,0.3,False,False,[1],"[5, 9]"
6,3,1,7,0.16,2.0,0.5,False,False,[4],[7]
7,4,1,1,0.11,40.0,100.0,False,False,[3],[10]
8,4,2,4,0.28,26.0,0.5,False,False,[5],[10]
9,4,3,2,0.29,19.0,100.0,False,False,"[1, 2]",[10]
10,4,4,3,0.01,11.0,100.0,False,False,[4],[10]
11,5,1,0,0.07,21.0,0.2,False,True,"[6, 7, 8, 9]",[]
