node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,11,0.15,9.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,8,0.1,7.0,100.0,False,False,[0],[7]
3,1,2,7,0.2,26.0,100.0,False,False,[0],"[6, 8]"
4,1,3,10,0.13,35.0,0.3,False,False,[0],"[4, 9]"
5,2,1,9,0.22,6.0,0.3,False,False,[3],"[5, 7, 10]"
6,3,1,6,0.25,33.0,0.6,False,False,[4],[10]
7,3,2,4,0.22,21.0,100.0,False,False,[2],[8]
8,3,3,5,0.24,17.0,100.0,False,False,"[1, 4]",[9]
9,4,1,1,0.03,20.0,100.0,False,False,"[2, 6]",[11]
10,4,2,2,0.15,15.0,100.0,False,False,"[3, 7]",[11]
11,4,3,3,0.18,27.0,0.6,False,False,"[4, 5]",[11]
12,5,1,0,0.26,11.0,0.6,False,True,"[8, 9, 10]",[]
