node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,11,0.18,6.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,10,0.3,38.0,0.5,False,False,[0],[7]
3,1,2,9,0.19,20.0,100.0,False,False,[0],"[5, 9]"
4,1,3,5,0.02,31.0,100.0,False,False,[0],[6]
5,1,4,7,0.19,22.0,100.0,False,False,[0],"[6, 8]"
6,2,1,6,0.23,13.0,100.0,False,False,[2],[9]
7,2,2,2,0.07,18.0,100.0,False,False,"[3, 4]",[10]
8,2,3,8,0.08,33.0,0.2,False,False,[1],[9]
9,2,4,4,0.17,10.0,100.0,False,False,[4],[10]
10,3,1,3,0.08,7.0,0.2,False,False,"[2, 5, 7]",[10]
11,4,1,1,0.14,4.0,0.5,False,False,"[8, 6, 9]",[11]
12,5,1,0,0.14,36.0,0.5,False,True,[10],[]
