node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.22,31.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,7,0.3,15.0,100.0,False,False,[0],[11]
3,1,2,9,0.3,12.0,100.0,False,False,[0],[6]
4,1,3,11,0.29,10.0,0.7,False,False,[0],"[5, 9]"
5,1,4,5,0.04,4.0,100.0,False,False,[0],[10]
6,2,1,10,0.05,5.0,0.2,False,False,[3],"[7, 8]"
7,3,1,4,0.21,39.0,100.0,False,False,[2],"[10, 9]"
8,3,2,6,0.06,20.0,100.0,False,False,[5],"[11, 9]"
9,3,3,8,0.09,27.0,0.4,False,False,[5],[11]
10,4,1,2,0.28,6.0,100.0,False,False,"[3, 6, 7]",[12]
11,4,2,1,0.18,39.0,100.0,False,False,"[4, 6]",[12]
12,4,3,3,0.23,32.0,0.7,False,False,"[1, 8, 7]",[12]
13,5,1,0,0.27,12.0,0.7,False,True,"[9, 10, 11]",[]
