node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,11,0.09,8.0,1000.0,True,False,[],[1]
2,1,1,10,0.22,10.0,0.5,False,False,[0],"[2, 3, 4, 5, 6, 7, 8, 10]"
3,2,1,6,0.03,28.0,100.0,False,False,[1],[7]
4,2,2,9,0.19,26.0,0.5,False,False,[1],[9]
5,2,3,7,0.1,16.0,100.0,False,False,[1],"[6, 9]"
6,2,4,8,0.09,9.0,100.0,False,False,[1],[9]
7,3,1,3,0.28,21.0,100.0,False,False,"[1, 4]",[10]
8,3,2,2,0.16,26.0,100.0,False,False,"[1, 2]",[10]
9,3,3,5,0.3,37.0,100.0,False,False,[1],[10]
10,3,4,4,0.13,36.0,0.3,False,False,"[4, 3, 5]",[10]
11,4,1,1,0.19,7.0,0.5,False,False,"[1, 6, 7, 8, 9]",[11]
12,5,1,0,0.15,13.0,0.5,False,True,[10],[]
