node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,11,0.18,28.0,1000.0,True,False,[],"[1, 2]"
2,1,1,10,0.16,8.0,0.3,False,False,[0],"[3, 4, 5, 7, 10]"
3,1,2,9,0.16,34.0,100.0,False,False,[0],"[6, 9]"
4,2,1,7,0.2,16.0,100.0,False,False,[1],[9]
5,2,2,6,0.2,16.0,100.0,False,False,[1],[9]
6,2,3,8,0.22,34.0,0.3,False,False,[1],[7]
7,2,4,5,0.04,3.0,100.0,False,False,[2],[8]
8,3,1,4,0.28,32.0,0.6,False,False,"[1, 5]",[11]
9,3,2,1,0.13,19.0,100.0,False,False,[6],[11]
10,3,3,2,0.19,12.0,100.0,False,False,"[2, 3, 4]",[11]
11,3,4,3,0.23,26.0,100.0,False,False,[1],[11]
12,4,1,0,0.14,20.0,0.6,False,True,"[7, 8, 9, 10]",[]
