node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,10,0.06,6.0,1000.0,True,False,[],"[1, 2]"
2,1,1,9,0.02,28.0,0.2,False,False,[0],"[3, 5, 7, 8]"
3,1,2,8,0.17,6.0,100.0,False,False,[0],"[4, 9]"
4,2,1,7,0.04,35.0,0.2,False,False,[1],[8]
5,2,2,5,0.28,13.0,100.0,False,False,[2],[6]
6,3,1,6,0.14,12.0,100.0,False,False,[1],"[8, 7]"
7,4,1,1,0.24,33.0,100.0,False,False,[4],[10]
8,4,2,2,0.26,38.0,100.0,False,False,"[1, 5]",[10]
9,4,3,4,0.02,26.0,0.2,False,False,"[1, 3, 5]",[10]
10,4,4,3,0.21,32.0,100.0,False,False,[2],[10]
11,5,1,0,0.09,38.0,0.4,False,True,"[6, 7, 8, 9]",[]
