node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.06,5.0,1000.0,True,False,[],"[1, 2]"
2,1,1,10,0.3,14.0,100.0,False,False,[0],"[4, 7]"
3,1,2,11,0.11,35.0,0.3,False,False,[0],"[3, 5]"
4,2,1,8,0.15,17.0,100.0,False,False,[2],[6]
5,2,2,4,0.2,34.0,100.0,False,False,[1],[11]
6,2,3,9,0.23,12.0,0.5,False,False,[2],"[9, 10]"
7,3,1,3,0.12,19.0,100.0,False,False,[3],[11]
8,3,2,7,0.11,17.0,100.0,False,False,[1],[8]
9,4,1,2,0.03,8.0,100.0,False,False,[7],[11]
10,4,2,5,0.08,17.0,100.0,False,False,[5],[11]
11,4,3,6,0.23,24.0,0.5,False,False,[5],[11]
12,5,1,1,0.07,7.0,0.2,False,False,"[6, 4, 8, 9, 10]",[12]
13,6,1,0,0.05,12.0,0.3,False,True,[11],[]
