node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,10,0.08,24.0,1000.0,True,False,[],"[1, 2]"
2,1,1,6,0.27,38.0,100.0,False,False,[0],[8]
3,1,2,9,0.3,11.0,0.5,False,False,[0],"[3, 5, 7]"
4,2,1,8,0.01,39.0,0.2,False,False,[2],"[4, 9]"
5,3,1,7,0.07,31.0,0.2,False,False,[3],[7]
6,3,2,5,0.04,17.0,100.0,False,False,[2],"[6, 9]"
7,4,1,1,0.06,23.0,100.0,False,False,[5],[10]
8,4,2,4,0.23,6.0,0.5,False,False,"[2, 4]",[10]
9,4,3,2,0.28,10.0,100.0,False,False,[1],[10]
10,4,4,3,0.17,7.0,100.0,False,False,"[3, 5]",[10]
11,5,1,0,0.22,33.0,0.5,False,True,"[6, 7, 8, 9]",[]
