node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,9,0.08,13.0,1000.0,True,False,[],[1]
2,1,1,8,0.13,15.0,0.2,False,False,[0],"[2, 3, 4, 6, 8]"
3,2,1,5,0.29,26.0,100.0,False,False,[1],[5]
4,2,2,6,0.28,9.0,100.0,False,False,[1],[7]
5,2,3,7,0.09,35.0,0.4,False,False,[1],[7]
6,3,1,1,0.05,32.0,100.0,False,False,[2],[9]
7,3,2,2,0.1,36.0,100.0,False,False,[1],[9]
8,3,3,3,0.23,25.0,0.5,False,False,"[4, 3]",[9]
9,3,4,4,0.14,34.0,100.0,False,False,[1],[9]
10,4,1,0,0.3,13.0,0.5,False,True,"[5, 6, 7, 8]",[]
