node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,9,0.1,10.0,1000.0,True,False,[],[1]
2,1,1,8,0.22,33.0,0.5,False,False,[0],"[2, 3, 4, 7]"
3,2,1,6,0.12,3.0,100.0,False,False,[1],[8]
4,3,1,5,0.21,15.0,100.0,False,False,[1],"[5, 6]"
5,3,2,7,0.3,29.0,0.5,False,False,[1],[5]
6,4,1,3,0.13,38.0,0.3,False,False,"[3, 4]",[9]
7,4,2,1,0.24,29.0,100.0,False,False,[3],[9]
8,4,3,4,0.23,9.0,100.0,False,False,[1],[9]
9,4,4,2,0.16,15.0,100.0,False,False,[2],[9]
10,5,1,0,0.26,39.0,0.5,False,True,"[5, 6, 7, 8]",[]
