node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,14,0.24,14.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,12,0.21,31.0,0.5,False,False,[0],"[7, 9]"
3,1,2,11,0.21,13.0,100.0,False,False,[0],"[8, 10]"
4,1,3,13,0.3,19.0,100.0,False,False,[0],"[7, 12]"
5,1,4,10,0.01,18.0,100.0,False,False,[0],"[5, 6]"
6,2,1,6,0.12,11.0,100.0,False,False,[4],[12]
7,3,1,5,0.05,34.0,100.0,False,False,[4],"[11, 13]"
8,3,2,9,0.15,36.0,0.5,False,False,"[1, 3]",[13]
9,3,3,7,0.01,2.0,100.0,False,False,[2],[11]
10,3,4,8,0.03,34.0,100.0,False,False,[1],[10]
11,4,1,3,0.23,8.0,100.0,False,False,"[2, 9]",[14]
12,4,2,1,0.18,2.0,100.0,False,False,"[6, 8]",[14]
13,4,3,2,0.05,3.0,100.0,False,False,"[3, 5]",[14]
14,4,4,4,0.15,19.0,0.5,False,False,"[6, 7]",[14]
15,5,1,0,0.15,7.0,0.5,False,True,"[10, 11, 12, 13]",[]
