node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,14,0.06,21.0,1000.0,True,False,[],[1]
2,1,1,13,0.1,28.0,0.4,False,False,[0],"[2, 3, 4, 8, 10]"
3,2,1,6,0.28,14.0,100.0,False,False,[1],[13]
4,2,2,12,0.25,24.0,0.7,False,False,[1],"[5, 9]"
5,3,1,10,0.3,12.0,100.0,False,False,[1],"[6, 7, 11]"
6,3,2,11,0.1,28.0,0.4,False,False,[3],[6]
7,4,1,9,0.14,8.0,0.8,False,False,"[4, 5]",[12]
8,4,2,5,0.3,6.0,100.0,False,False,[4],[11]
9,4,3,7,0.22,35.0,100.0,False,False,[1],[10]
10,4,4,8,0.27,2.0,100.0,False,False,[3],[10]
11,5,1,3,0.11,2.0,100.0,False,False,"[1, 8, 9]",[14]
12,5,2,1,0.02,26.0,100.0,False,False,"[4, 7]",[14]
13,5,3,4,0.11,15.0,0.8,False,False,[6],[14]
14,5,4,2,0.26,29.0,100.0,False,False,[2],[14]
15,6,1,0,0.26,29.0,0.8,False,True,"[10, 11, 12, 13]",[]
