node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.27,16.0,1000.0,True,False,[],"[1, 2]"
2,1,1,10,0.06,12.0,100.0,False,False,[0],"[3, 11]"
3,1,2,11,0.08,38.0,0.2,False,False,[0],"[4, 5, 6, 7]"
4,2,1,6,0.2,30.0,100.0,False,False,[1],[10]
5,2,2,7,0.3,7.0,100.0,False,False,[2],"[8, 9]"
6,2,3,8,0.01,13.0,100.0,False,False,[2],[7]
7,2,4,9,0.19,24.0,0.3,False,False,[2],[10]
8,3,1,4,0.21,11.0,100.0,False,False,"[2, 5]",[11]
9,3,2,5,0.09,7.0,100.0,False,False,[4],[11]
10,3,3,3,0.03,20.0,100.0,False,False,[4],[11]
11,3,4,2,0.08,25.0,0.2,False,False,"[3, 6]",[11]
12,4,1,1,0.27,20.0,0.6,False,False,"[1, 7, 8, 9, 10]",[12]
13,5,1,0,0.18,9.0,0.6,False,True,[11],[]
