node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.07,23.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,11,0.3,39.0,0.4,False,False,[0],"[6, 7, 9]"
3,1,2,9,0.27,10.0,100.0,False,False,[0],[5]
4,1,3,7,0.3,26.0,100.0,False,False,[0],[10]
5,1,4,10,0.1,30.0,100.0,False,False,[0],[8]
6,2,1,4,0.11,31.0,100.0,False,False,[2],[11]
7,2,2,8,0.26,17.0,0.4,False,False,[1],[10]
8,2,3,6,0.29,6.0,100.0,False,False,[1],[10]
9,2,4,5,0.24,3.0,100.0,False,False,[4],[11]
10,3,1,2,0.2,20.0,100.0,False,False,[1],[12]
11,3,2,3,0.14,8.0,0.8,False,False,"[3, 7, 6]",[12]
12,3,3,1,0.23,4.0,100.0,False,False,"[8, 5]",[12]
13,4,1,0,0.16,8.0,0.8,False,True,"[9, 10, 11]",[]
