node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,14,0.11,17.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,8,0.06,10.0,100.0,False,False,[0],[11]
3,1,2,13,0.08,14.0,0.2,False,False,[0],"[4, 5, 6, 8]"
4,1,3,7,0.05,34.0,100.0,False,False,[0],[12]
5,2,1,12,0.29,14.0,100.0,False,False,[2],"[9, 10, 12]"
6,2,2,11,0.2,39.0,0.4,False,False,[2],"[7, 8]"
7,2,3,10,0.26,10.0,100.0,False,False,[2],[7]
8,3,1,5,0.14,14.0,100.0,False,False,"[5, 6]",[13]
9,3,2,9,0.21,32.0,0.4,False,False,"[2, 5]",[11]
10,4,1,6,0.22,8.0,100.0,False,False,[4],[11]
11,5,1,3,0.09,16.0,100.0,False,False,[4],[14]
12,5,2,2,0.3,21.0,0.8,False,False,"[1, 9, 8]",[14]
13,5,3,4,0.17,10.0,100.0,False,False,"[3, 4]",[14]
14,5,4,1,0.3,1.0,100.0,False,False,[7],[14]
15,6,1,0,0.16,10.0,0.8,False,True,"[10, 11, 12, 13]",[]
