node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,10,0.04,14.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,9,0.13,40.0,0.4,False,False,[0],"[5, 8]"
3,1,2,6,0.28,22.0,100.0,False,False,[0],"[6, 9]"
4,1,3,7,0.23,12.0,100.0,False,False,[0],[6]
5,1,4,4,0.1,4.0,100.0,False,False,[0],[9]
6,2,1,8,0.08,38.0,0.2,False,False,[1],[7]
7,2,2,3,0.23,14.0,100.0,False,False,"[2, 3]",[8]
8,3,1,5,0.24,19.0,0.4,False,False,[5],[8]
9,4,1,1,0.05,27.0,0.4,False,False,"[1, 6, 7]",[10]
10,4,2,2,0.11,21.0,100.0,False,False,"[2, 4]",[10]
11,5,1,0,0.03,33.0,0.2,False,True,"[8, 9]",[]
