node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.12,4.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,11,0.16,15.0,0.3,False,False,[0],"[5, 6]"
3,1,2,8,0.27,26.0,100.0,False,False,[0],"[4, 7]"
4,1,3,10,0.29,8.0,100.0,False,False,[0],"[5, 9, 11]"
5,2,1,4,0.11,10.0,100.0,False,False,[2],"[10, 11]"
6,2,2,7,0.24,34.0,100.0,False,False,"[1, 3]",[8]
7,2,3,9,0.09,11.0,0.3,False,False,[1],[7]
8,3,1,6,0.1,27.0,0.3,False,False,"[2, 6]",[11]
9,3,2,3,0.2,11.0,100.0,False,False,[5],[10]
10,4,1,5,0.11,2.0,100.0,False,False,[3],[10]
11,5,1,1,0.23,9.0,100.0,False,False,"[4, 8, 9]",[12]
12,5,2,2,0.12,40.0,0.6,False,False,"[3, 4, 7]",[12]
13,6,1,0,0.08,33.0,0.6,False,True,"[10, 11]",[]
